Date,Generated,Efficiency,System Name,Location,System Size (kW)
8/28/2024,374.647,4.081122004,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/27/2024,214.999,2.342037037,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/26/2024,348.532,3.79664488,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/25/2024,341.091,3.715588235,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/24/2024,377.022,4.106993464,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/23/2024,381.171,4.152189542,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/22/2024,333.21,3.629738562,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/21/2024,195.415,2.128703704,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/20/2024,308.181,3.357091503,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/19/2024,103.729,1.129945534,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/18/2024,249.93,2.72254902,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/17/2024,311.167,3.389618736,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/16/2024,367.663,4.005043573,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/15/2024,368.587,4.015108932,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/14/2024,338.08,3.682788671,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/13/2024,403.575,4.39624183,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/12/2024,398.003,4.335544662,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/11/2024,404.143,4.402429194,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/10/2024,377.954,4.117145969,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/9/2024,352.081,3.835305011,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/8/2024,361.673,3.939793028,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/7/2024,395.876,4.312374728,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/6/2024,398.615,4.342211329,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/5/2024,228.724,2.491546841,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/4/2024,349.803,3.810490196,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/3/2024,254.965kWh,2.777396514,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/2/2024,320.914kWh,3.495795207,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
8/1/2024,331.826kWh,3.614662309,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/31/2024,388.850kWh,4.23583878,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/30/2024,444.415kWh,4.841122004,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/29/2024,333.366kWh,3.631437908,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/28/2024,297.332kWh,3.238910675,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/27/2024,427.559kWh,4.657505447,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/26/2024,394.815kWh,4.300816993,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/25/2024,438.889kWh,4.780925926,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/24/2024,295.588kWh,3.219912854,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/23/2024,353.539kWh,3.851187364,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/22/2024,274.410kWh,2.989215686,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/21/2024,400.992kWh,4.368104575,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/20/2024,178.828kWh,1.948017429,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/19/2024,421.869kWh,4.595522876,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/18/2024,413.578kWh,4.505206972,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/17/2024,408.033kWh,4.444803922,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/16/2024,448.261kWh,4.883017429,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/15/2024,437.926kWh,4.77043573,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/14/2024,442.056kWh,4.815424837,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/13/2024,433.106kWh,4.717930283,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/12/2024,358.829kWh,3.908812636,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/11/2024,425.554kWh,4.635664488,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/10/2024,427.083kWh,4.652320261,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/9/2024,441.875kWh,4.813453159,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/8/2024,399.633kWh,4.353300654,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
7/7/2024,301.558kWh,3.284945534,HLT1 Klagenfurt Lastenstrasse,Austria,91.8
